TF	Target	EdgeWeight
POU5F1	ESRP1	0.009893427602946758
SOX2	ITGA6	0.009886400774121284
YBX1	HNRNPK	0.009882832877337933
TFAP2A	ANXA3	0.009877095930278301
HAND1	APLNR	0.009877080097794533
TLR4	CCDC80	0.00987407099455595
RAX2	SHOX	0.009866499342024326
SOX2	USP44	0.009862611070275307
SOX4	PIP4K2A	0.009860559366643429
TLR7	RAX2	0.009846555069088936
GATA2	BAMBI	0.009823798201978207
IRF1	RAX2	0.009817024692893028
SKIL	ERCC-00043	0.009810945950448513
HNRNPK	YBX1	0.00980931706726551
HAND2	CRHBP	0.009803153574466705
FOXF1	TBX3	0.009797496721148491
LMX1B	IRF1	0.009794317185878754
SKIL	CTNNB1	0.009792249649763107
PTMA	HMGN2	0.00979046430438757
NANOG	LECT1	0.009788787923753262
MDM4	SHOX	0.009782997891306877
TFAP2A	NTS	0.009773864410817623
TP53	SOX4	0.009767486713826656
NANOG	GRHL2	0.009761885739862919
HNRNPD	YBX1	0.009751626290380955
HNRNPK	LIN28A	0.009745080024003983
SOX4	CTNNB1	0.009740361012518406
SOX2	NANOG	0.009737305343151093
NANOG	EPCAM	0.00972986500710249
SKIL	FAM117B	0.0097253592684865
TAF1L	SHOX	0.009724455885589123
MLLT3	CCDC80	0.00972032267600298
ID1	BAMBI	0.009717785753309727
HOPX	CRHBP	0.009706762619316578
XRCC6	ENO1	0.009701714850962162
MAFF	CRX	0.00969171617180109
TFAP2A	GAD1	0.009688112884759903
HIF3A	SHOX	0.009652391076087952
ID1	PROM1	0.00965050607919693
MAFF	RAX2	0.009649631567299366
TFAP2A	LIN28A	0.009643279947340488
ILF2	XRCC6	0.009639721363782883
HOPX	CCDC80	0.00963566079735756
GATA2	TBX3	0.009626899845898151
SPIB	TLR7	0.009625019505620003
SLA2	SHOX	0.009624595753848553
LMX1B	CRX	0.009606443345546722
IRF1	PPARA	0.009596734307706356
ZNF471	MDM4	0.009589958935976028
MDM4	ZNF471	0.009577594697475433
TLR4	CRHBP	0.009575975127518177
FLI1	CCDC80	0.009570267982780933
SOX17	TDRD7	0.009557776153087616
FLI1	CRHBP	0.009557273238897324
LIN28A	YBX1	0.009547152556478977
ID1	SFRP2	0.009546937420964241
MCM4	MCM7	0.009539846330881119
IRF1	DMBX1	0.009528806433081627
SKIL	ERCC-00022	0.009523523040115833
EOMES	MSX1	0.009517133235931396
GATA3	TBX3	0.009512219578027725
TBX3	FOXF1	0.009509009309113026
MSX1	FST	0.00950083788484335
POU5F1	CD9	0.009476128965616226
POU5F1	FUS	0.009471535682678223
ASB4	SP100	0.00945338699966669
TCF7L1	SOX4	0.009443080984055996
SNAI2	HOXB6	0.009441826492547989
TBX3	HOXB6	0.009438565000891685
CRX	ZNF471	0.009435614570975304
TLR4	HAND2	0.009431766346096992
EOMES	WLS	0.009428620338439941
YBX1	ID1	0.009427150711417198
ID1	YBX1	0.00942271389067173
YBX1	TFAP2A	0.009416713379323483
FLI1	LIMCH1	0.009411586448550224
NANOG	SFRP2	0.009409240446984768
ZNF471	IRF1	0.009408830665051937
ZNF587	SHOX	0.009406208992004395
ZNF471	SPIB	0.009397734887897968
CBFA2T2	SHOX	0.00939264427870512
GATA3	MSX1	0.009380800649523735
IRF1	TAF1L	0.009362759999930859
SKIL	IGDCC4	0.009360291995108128
SNAI1	APLNR	0.009358728304505348
HOPX	TFPI	0.009352415800094604
TBX3	BAMBI	0.009345422498881817
MSX1	SERPINE2	0.009344466961920261
SRSF6	PIP4K2A	0.009342922829091549
GRHL2	LECT1	0.00933822337538004
SOX2	PTPRZ1	0.009338119067251682
SP100	RAX2	0.009325419552624226
LIN28A	HNRNPK	0.009323337115347385
CRX	RAX2	0.009322400204837322
SKIL	ERCC-00108	0.009320983663201332
SOX2	LECT1	0.009320108219981194
GRHL2	EPCAM	0.009313146583735943
CRX	TLR7	0.009311816655099392
EOMES	SERPINE2	0.009308924898505211
HOPX	FLI1	0.009308631531894207
TLR7	SPIB	0.009300563484430313
GATA3	NTS	0.009297019802033901
GRHL2	SOX2	0.009290008805692196
LIN28A	DCLK1	0.009289903566241264
SPIB	LMX1B	0.009285464882850647
YAF2	SHOX	0.009282009676098824
SOX2	SFRP1	0.009266329929232597
GRHL2	PROM1	0.009266236796975136
TP53	DNMT3A	0.009263443760573864
ID1	BMPR1A	0.00926260557025671
CTBP1	SHOX	0.009246948175132275
MSX1	GAD1	0.009246794506907463
GRHL2	LRAT	0.009243701584637165
LIN28A	PROM1	0.009241778403520584
VHL	SHOX	0.009238263592123985
BMP4	HAND1	0.009236391633749008
SOX2	ESRP1	0.00923276599496603
POU5F1	PROM1	0.009231356903910637
LIN28A	NANOG	0.009230663999915123
TLR4	FLI1	0.009226911701261997
SP100	CRX	0.009210300631821156
SOX4	PDGFA	0.00921008549630642
PPARA	IRF1	0.009209106676280499
NANOG	SOX2	0.00920252688229084
CTNNB1	ALYREF	0.0092018349096179
ID1	CD9	0.009199069812893867
SOX2	PDGFA	0.009195031598210335
ARID3A	KHSRP	0.00918969139456749
HAND2	FLI1	0.00918931607156992
CTNNB1	TP53	0.009188985452055931
LEF1	BAMBI	0.009188073687255383
SKIL	ERCC-00003	0.009176966734230518
SKIL	PDCD4	0.009175959043204784
IRF1	SP100	0.009175018407404423
HNRNPD	LIN28A	0.009168539196252823
KHSRP	LIN28A	0.009159402921795845
CTNNB1	SFRP1	0.009158968925476074
FLI1	HAND2	0.009150659665465355
PPARA	CRX	0.009150507859885693
NANOG	SEMA6A	0.009140740148723125
SRSF6	FAM117B	0.009139185771346092
PDGFA	SOX2	0.009135994128882885
HAND1	WNT5A	0.009134679101407528
AES	CCKBR	0.00913049466907978
SPIB	TAF1L	0.00912916287779808
SPIB	SP100	0.009128711186349392
TFAP2A	POU5F1	0.009128319099545479
SOX4	FZD5	0.009122595191001892
SP100	SPIB	0.0091168861836195
TFAP2A	PROM1	0.009112432599067688
BMP4	HOXB6	0.009107627905905247
RAX2	CRX	0.0091035021468997
FOXF1	HOXB6	0.009100588969886303
SLA2	RAX2	0.00910019502043724
EOMES	HAS2	0.009099805727601051
TBX3	MSX1	0.00909957755357027
MCM7	MCM4	0.009095635265111923
GRHL2	USP44	0.009090010076761246
POU5F1	LECT1	0.009084473364055157
SOX4	TCF7L1	0.009083585813641548
TRIM28	HMGA1	0.009076659567654133
MLLT6	CRX	0.009075924754142761
LIN28A	EPCAM	0.009073816239833832
ZEB2	CDH11	0.00906872097402811
HOXB6	HOXB2	0.00906806904822588
TAF1L	IRF1	0.009066841565072536
SPIB	PRIC285	0.009066755883395672
MSX1	APLNR	0.009059571661055088
KHSRP	TRIM28	0.009057918563485146
POU5F1	GLDC	0.009056602604687214
SPIB	PPARA	0.00904873851686716
HAND2	TLR4	0.009041646495461464
SP100	ASB4	0.009036960080265999
POU5F1	LIN28A	0.009036033414304256
LMX1B	ZNF471	0.00903570931404829
TFAP2A	DCLK1	0.00903302151709795
NANOG	PROM1	0.009031909517943859
SKIL	ERCC-00145	0.009031528607010841
HIF3A	CRX	0.009024230763316154
TBX3	NTS	0.009022333659231663
CTBP1	ERCC-00074	0.009020017459988594
LIN28A	HNRNPD	0.009018795564770699
LIN28A	FZD5	0.009017682634294033
GATA3	LEF1	0.009016851894557476
MCM4	UHRF1	0.00901010911911726
FOXF1	APLNR	0.00900981854647398
MSX1	GATA3	0.009007928892970085
CIITA	SHOX	0.009002948179841042
IRF1	ERCC-00171	0.008994469419121742
SPIB	ALS2CR8	0.008985180407762527
GRHL2	POU5F1	0.008979889564216137
GATA2	PITX2	0.008961365558207035
HNRNPD	ODC1	0.008958850987255573
NANOG	LRAT	0.008958122693002224
HOXB6	TBX3	0.008957029320299625
MLLT6	IRF1	0.00895693339407444
POU5F1	TFAP2A	0.008954343385994434
ID1	NANOG	0.00895257480442524
TP53	CTNNB1	0.008951892144978046
POU5F1	POLR3G	0.008950146846473217
LMX1B	TLR7	0.008946455083787441
KHSRP	CCND1	0.008946324698626995
TFAP2A	YBX1	0.008944721892476082
ZNF587	ZNF471	0.008944270201027393
FUS	POU5F1	0.008939828723669052
TFAP2A	GATA3	0.00893411785364151
POU5F1	GRHL2	0.008933071047067642
FLI1	HOPX	0.008931654505431652
CRX	DMBX1	0.00892980583012104
CTNNB1	FZD5	0.0089255440980196
ZNF585B	SP100	0.008918432518839836
MCM4	MCM5	0.008913811296224594
HOXB6	APLNR	0.008911054581403732
POU5F1	PMAIP1	0.00890385266393423
HCFC1	PTMA	0.00890012551099062
TFAP2A	EPCAM	0.008898240514099598
MSX1	BAMBI	0.008894507773220539
NANOG	USP44	0.008891385048627853
KHSRP	YBX1	0.008889653719961643
HOXB6	SEMA6D	0.00888750795274973
EEF1A1	XRCC6	0.008885995484888554
CTBP1	ERCC-00171	0.008885875344276428
HMGA1	TRIM28	0.008885233663022518
PRDM1	TDRD7	0.008884839713573456
GATA3	HAS2	0.008884168229997158
HOXB6	CDH11	0.00888081919401884
GRHL2	PDGFA	0.008877341635525227
HAND1	BMP4	0.008866643533110619
CIITA	IRF1	0.008855728432536125
UHRF1	MCM4	0.00885364506393671
LIN28A	TFAP2A	0.008836155757308006
IRF1	REL	0.008829065598547459
PITX2	BAMBI	0.008824878372251987
IRF1	MAFF	0.008824429474771023
HOPX	TLR4	0.008821777999401093
SLA2	DMBX1	0.008821651339530945
PDGFA	THY1	0.008821600116789341
TFAP2A	BMPR1A	0.008819406852126122
SP100	IRF1	0.008818072266876698
MCM4	MCM3	0.008806691505014896
FOXF1	BMPER	0.008801953867077827
HAND1	UNC5C	0.008798513561487198
SKIL	ERCC-00092	0.008795331232249737
SPIB	SCD5	0.008794890716671944
CTNNB1	SRSF6	0.008794611319899559
CRX	MAFF	0.008793233893811703
MSX1	SIPA1L2	0.00879259966313839
FLI1	TLR4	0.008790804073214531
REL	IRF1	0.00878902617841959
FLI1	TFPI	0.008788724429905415
EOMES	SIPA1L2	0.008787975646555424
SOX4	TP53	0.008779710158705711
SOX4	DNMT3A	0.008774076588451862
ZNF471	RAX2	0.008772559463977814
DNMT3A	SRSF6	0.008772548288106918
SRSF6	ERCC-00074	0.008772081695497036
HOXB6	BMPER	0.008771313354372978
GATA2	LEF1	0.008768457919359207
FOXK1	SHOX	0.008767188526690006
GRHL2	SOX4	0.008759582415223122
HOXB6	FOXF1	0.00875813141465187
NPM1	ODC1	0.008755725808441639
LEF1	GATA3	0.00875244103372097
TAF1L	CRX	0.008749373257160187
CRX	PRIC285	0.008748266845941544
SKIL	DNMT3A	0.008746219798922539
SNAI2	SEMA6D	0.008744782768189907
POU5F1	BMPR1A	0.008739735931158066
LIN28A	HDGF	0.008733735419809818
KHSRP	PTMA	0.008732365444302559
HAND2	LIMCH1	0.00873169768601656
ENO1	XRCC6	0.008728433400392532
SPIB	HIF3A	0.00872743409126997
LEF1	MSX1	0.008725196123123169
MCM5	MCM4	0.00872504897415638
NFE2L3	ESRP1	0.008713927119970322
ID1	ODC1	0.008713399060070515
SPIB	SLA2	0.00871318206191063
LIN28A	KHSRP	0.008711776696145535
LMX1B	MLLT6	0.008710374124348164
HOXB6	SNAI2	0.008708776906132698
TFAP2A	CA2	0.008707965724170208
BMP2	APLNR	0.008705846033990383
IRF1	LMX1B	0.008704396896064281
SKIL	ERCC-00111	0.008704181760549545
IRF1	MDM4	0.008696715347468853
NANOG	LIN28A	0.008695336058735847
LEF1	CYP1B1	0.008690034039318562
GRHL2	SFRP2	0.008685990236699581
KHSRP	HNRNPAB	0.008684453554451466
HCFC1	KHSRP	0.008682922460138798
SKIL	ERCC-00171	0.008681313134729862
HAND1	PDGFRA	0.008677477948367596
CRX	SCD5	0.008676297962665558
HOXB2	HOXB6	0.00867424439638853
GATA3	CYP1B1	0.008671039715409279
ID1	HNRNPD	0.008670849725604057
BMP4	APLNR	0.008669883012771606
ZNF587	SPIB	0.008669860661029816
ALYREF	CTNNB1	0.008661068975925446
VHL	CRX	0.00866068247705698
GATA3	FST	0.008658993989229202
SP100	MDM4	0.008657344616949558
ID1	ESRP1	0.008653994649648666
CRX	SP100	0.00865256693214178
SNAI2	TBX3	0.008650841191411018
SOX4	LRAT	0.008649584837257862
SRSF6	IGDCC4	0.008648989722132683
IRF1	PRIC285	0.008648793213069439
SOX2	GRHL2	0.0086441021412611
ID1	SEMA6A	0.008640555664896965
RAX2	TLR7	0.008639578707516193
SKIL	ERCC-00095	0.008638797327876091
NANOG	ANXA3	0.008637841790914536
PTMA	HCFC1	0.00863557867705822
IRF1	CIITA	0.008634453639388084
SOX4	ZIC2	0.008629197254776955
SMAD2	ERCC-00042	0.008620855398476124
IRF1	SCD5	0.008619610220193863
MDM4	SCD5	0.008618129417300224
CIITA	CRX	0.008614150807261467
TFAP2A	MSX1	0.008608315140008926
RAX2	IRF1	0.008607043884694576
SLA2	SP100	0.008601990528404713
CIITA	DMBX1	0.008601428009569645
EOMES	NTS	0.008599290624260902
SRSF3	SRSF6	0.00859200768172741
GATA3	GAD1	0.008588465861976147
HNRNPD	SFPQ	0.008586686104536057
SOX17	MATN3	0.008584348484873772
NPM1	HMGN2	0.008581848815083504
TBX3	SNAI2	0.008577409200370312
PRDM1	S1PR3	0.008576830849051476
ZNF585B	SHOX	0.008575236424803734
SLA2	SPIB	0.00857405737042427
LEF1	GATA2	0.00856033619493246
LIN28A	HCFC1	0.008560270071029663
SOX4	STC1	0.00855508353561163
SRSF6	ERCC-00009	0.008553596213459969
BMPR1A	ID1	0.008549968712031841
SKIL	ERCC-00074	0.008544109761714935
ID1	GATA3	0.0085406843572855
ID1	PTPRZ1	0.008538030087947845
HAND1	CNKSR3	0.008535574190318584
TAF1L	SPIB	0.008535447530448437
MAFF	SPIB	0.008534369058907032
ZNF585B	SCD5	0.008533932268619537
SLA2	IRF1	0.008530332706868649
TBX3	BMP2	0.008524170145392418
NANOG	DCLK1	0.008522897958755493
FOXF1	CDH11	0.008516370318830013
IRF1	SLA2	0.00851636752486229
DNMT3A	SOX4	0.008515034802258015
NANOG	ITGA6	0.008514917455613613
MLLT3	CRHBP	0.008514756336808205
ZEB2	HAND1	0.008514214307069778
FLI1	RGS5	0.008513364009559155
TCF7L1	STC1	0.00851278193295002
LEF1	APLNR	0.008512205444276333
HOXB6	PDGFRA	0.008506196551024914
ZNF585B	ZNF471	0.008499044924974442
SOX2	CD200	0.008495437912642956
CTNNB1	CTBP1	0.008494729176163673
LMX1B	RAX2	0.008493348956108093
EOMES	GATA6	0.008488545194268227
YBX1	KHSRP	0.008487951941788197
LIN28A	ESRP1	0.00848513562232256
HAND2	RSPO3	0.008484041318297386
SOX2	SOX4	0.008483363315463066
ASB4	ZNF471	0.00848293211311102
MAFF	IRF1	0.00848292838782072
TLR4	HOPX	0.008481166325509548
BMP4	PRTG	0.0084800124168396
CTBP1	ERCC-00130	0.008475268259644508
PDGFA	ESRP1	0.008472354151308537
TAF1L	RAX2	0.008471512235701084
AES	SERHL2	0.008463988080620766
TBX3	CYP1B1	0.008460119366645813
MAFF	TLR7	0.008460099808871746
TBX3	GATA3	0.008459351025521755
DNMT3A	ERCC-00009	0.008458604104816914
ID1	HNRNPAB	0.008457206189632416
SMAD6	TBX3	0.00845432747155428
ZEB2	APLNR	0.008450656197965145
ID1	ID3	0.008450645953416824
IRF1	ALS2CR8	0.008445503190159798
CTBP1	ERCC-00002	0.008444013074040413
PDGFA	GRHL2	0.008443989790976048
MDM4	ERCC-00074	0.008441714569926262
LMX1B	DMBX1	0.008441495709121227
TCF7L1	FZD5	0.00843888334929943
SPIB	MAFF	0.00843198224902153
LIN28A	ANXA3	0.008430290967226028
PPARA	ZNF471	0.008428886532783508
MAFF	PPARA	0.008427120745182037
HCFC1	TRIM28	0.00842593889683485
PSIP1	SFRP1	0.008424177765846252
CRX	PPARA	0.008418994955718517
TLR7	DMBX1	0.008418416604399681
TBX3	HAS2	0.008417394943535328
SOX4	KHDRBS2	0.008414623327553272
GRHL2	ZIC2	0.008412361145019531
GRHL2	ITGA6	0.008411314338445663
SIX6	HESX1	0.008411208167672157
LMX1B	CIITA	0.008409833535552025
SPIB	CIITA	0.008407309651374817
MLLT6	TAF1L	0.008405525237321854
PSIP1	FZD5	0.008404117077589035
ID1	SNRPD1	0.008401604369282722
MDM4	SP100	0.00840122438967228
SRSF6	ERCC-00042	0.008399145677685738
ID1	NTS	0.008395702578127384
CTNNB1	ZIC2	0.00839389581233263
CRX	ALS2CR8	0.008392171934247017
UHRF1	MCM3	0.008391492068767548
GATA4	LHX1	0.008389555849134922
HOXB6	BMP4	0.008381015621125698
RAX2	SP100	0.008379310369491577
SOX2	DPYSL3	0.00837860256433487
TRIM28	HCFC1	0.008376396261155605
AES	MYCT1	0.00837588869035244
DNMT3A	SKIL	0.00837535411119461
NPM1	SRSF3	0.008373158052563667
NANOG	POLR3G	0.008372705429792404
HCFC1	HMGA1	0.008371222764253616
CTNNB1	STC1	0.008370919153094292
ZNF587	SCD5	0.008365574292838573
VHL	IRF1	0.008364321663975716
YBX1	ODC1	0.008364250883460045
RAX2	SPIB	0.008360729552805424
TLR7	MAFF	0.00835899356752634
POU5F1	NLGN4X	0.008353818207979202
IRF1	MLLT6	0.008344026282429695
YBX1	SF1	0.008343535475432873
POU5F1	ODC1	0.00834296178072691
SMAD2	ERCC-00060	0.008342341519892216
HMGA1	HCFC1	0.008339866995811462
TP53	PDGFA	0.008335478603839874
TLR7	ZNF471	0.008335193619132042
GRHL2	SFRP1	0.00833137333393097
SLA2	CRX	0.008330632001161575
MCM3	UHRF1	0.008323107846081257
ZNF585B	RAX2	0.008322108536958694
BMP4	BMPER	0.008322027511894703
SKIL	ERCC-00113	0.008318291045725346
POU5F1	ASNS	0.008317586034536362
HOPX	RGS5	0.008315897546708584
ASB4	SHOX	0.00831526517868042
IRF1	VHL	0.008309018798172474
HESX1	SIX6	0.008304940536618233
GATA6	LHX1	0.008303585462272167
PRDM1	ST8SIA4	0.008298534899950027
FOXF1	SEMA6D	0.008297980763018131
GRHL2	AK4	0.00829764362424612
HNRNPD	HCFC1	0.00829698983579874
PTMA	CCND1	0.00829550065100193
LIN28A	POU5F1	0.008290859870612621
RBBP4	SERHL2	0.008290624246001244
KHSRP	ODC1	0.008287123404443264
RAX2	MAFF	0.008284482173621655
SRC	BMPER	0.008283436298370361
HOXB2	HAND1	0.008278736844658852
TLR4	TFPI	0.00827853288501501
HOPX	RIN2	0.008276574313640594
PPARA	RAX2	0.008276430889964104
IRF1	ERCC-00060	0.008274326100945473
SOX17	S1PR3	0.008274062536656857
CIITA	SPIB	0.008272009901702404
EOMES	LEPREL1	0.008270244114100933
TFAP2A	SLC39A8	0.008270058780908585
SKIL	ERCC-00042	0.00826960988342762
CTBP1	ERCC-00096	0.008265530690550804
PTMA	SSB	0.008259900845587254
FLI1	ACTC1	0.008259440772235394
POU5F1	ID3	0.008259079419076443
KHSRP	POLR2A	0.008258682675659657
HCFC1	LIN28A	0.008256817236542702
LIN28A	HMGA1	0.00825198832899332
GATA3	EOMES	0.008249706588685513
BMP4	HAPLN1	0.008248302154242992
LIN28A	GRHL2	0.008242402225732803
AES	DUSP4	0.00824227649718523
TP53	SKIL	0.008240289986133575
MCM6	UHRF1	0.008238433860242367
NPM1	SSB	0.008235065266489983
ZNF587	SP100	0.008232098072767258
RBMX	SRSF6	0.008229863829910755
GRHL2	LIN28A	0.008229495026171207
MDM4	CRX	0.00822815578430891
MSX1	LEF1	0.008227447979152203
XRCC6	EEF1A1	0.00822488870471716
PDGFA	POU3F1	0.008220993913710117
SRSF6	DNMT3A	0.008219750598073006
TBX3	GATA2	0.008215691894292831
TCF7L1	CCKBR	0.00821294728666544
HOPX	LIMCH1	0.008212639018893242
FLI1	COL4A1	0.008212411776185036
SOX17	GATM	0.008211888372898102
ZNF471	ERCC-00074	0.008211775682866573
HAND1	HAS2	0.008210289292037487
KHSRP	HNRNPD	0.008209982886910439
DNMT3A	ERCC-00171	0.008205865509808064
HAND1	BMP2	0.008205406367778778
CRX	TAF1L	0.008205278776586056
SF1	HMGA1	0.008204587735235691
POU5F1	ANXA3	0.008204544894397259
KHSRP	ALYREF	0.008203280158340931
TBX3	CNKSR3	0.00819587241858244
POU5F1	NFE2L3	0.008193670772016048
HMGA1	POLR2A	0.008192252367734909
TFAP2A	SEMA6A	0.008191119879484177
NFE2L3	NANOG	0.008189912885427475
NANOG	CALB1	0.008184445090591908
GTF2H2	GTF2H2D	0.008184144273400307
CTNNB1	DNMT3A	0.00818386860191822
CBFA2T2	ZNF471	0.008181448094546795
SOX2	FZD5	0.00818142294883728
GATA6	BMP2	0.008180476725101471
NANOG	GLDC	0.008176302537322044
MCM3	MCM4	0.008171958848834038
TBX3	PITX2	0.00816892459988594
LMX1B	MAFF	0.008167707361280918
GATA2	GATA3	0.00816736277192831
YBX1	HMGA1	0.008166356943547726
AES	GATM	0.008163557387888432
SPIB	ZNF587	0.008158535696566105
DNMT3A	ERCC-00074	0.008151317946612835
GRHL2	CD9	0.008150365203619003
SRSF6	ERCC-00022	0.008149153552949429
ID1	ASNS	0.008148563094437122
TLR4	FN1	0.008148434571921825
YBX1	DCLK1	0.008147756569087505
ANKRD1	JUND	0.00814353208988905
MDM4	IRF1	0.008141545578837395
RBBP4	CCDC81	0.008138436824083328
LEF1	HAND1	0.008137548342347145
MAFF	ZNF471	0.008131232112646103
LEF1	TBX3	0.008129839785397053
GATA6	DLC1	0.008128393441438675
KHSRP	SMAD6	0.008126122877001762
GRHL2	ZNF165	0.008116660639643669
HAND1	HOXB2	0.008111577481031418
EOMES	GRPR	0.008111265487968922
NFE2L3	PTPRZ1	0.00811054464429617
SOX4	ERCC-00074	0.008107979781925678
GRHL2	DCLK1	0.008102308958768845
ID1	CALB1	0.008099463768303394
SF1	YBX1	0.008098882623016834
SLA2	ZNF471	0.008096311241388321
GRHL2	SEMA6A	0.00809459201991558
BMP2	TBX3	0.00809371005743742
TBX3	MFAP4	0.008086585439741611
BMPR1A	TFAP2A	0.008086275309324265
GATA2	HOPX	0.00808622781187296
KAT7	PROM1	0.008083637803792953
MAFF	CIITA	0.008082135580480099
SRSF3	NPM1	0.00807796698063612
SPIB	GCM1	0.00807787012308836
ZEB2	SNAI2	0.008075011894106865
KHSRP	SF1	0.008069965057075024
TBX3	GAD1	0.008068723604083061
SOX4	SRSF6	0.00806870125234127
SOX2	POLR3G	0.008068094961345196
SPIB	MDM4	0.00806773453950882
KAT7	NANOG	0.008067657239735126
SRSF6	ERCC-00046	0.008066494949162006
CIITA	MAFF	0.008063709363341331
PPARA	SPIB	0.008063668385148048
HOXB6	HAS2	0.008062222972512245
POU5F1	ZFP42	0.008060195483267307
HNRNPD	ID1	0.00805911235511303
YBX1	CCND1	0.008058415725827217
GATA3	PCDH10	0.00805593840777874
PDGFA	CCDC80	0.008052016608417034
SLA2	TLR7	0.00804806873202324
TBX3	CDH11	0.008046017028391361
HNRNPK	HNRNPD	0.008045855909585953
SRSF6	ERCC-00145	0.008044959977269173
SRSF6	ERCC-00095	0.008044115267693996
HAND1	ZEB2	0.008039966225624084
IRF1	ERCC-00145	0.008039956912398338
SKIL	SMAD2	0.008039464242756367
CRX	SLA2	0.00803807657212019
MDM4	SPIB	0.008036301471292973
HNRNPAB	ODC1	0.008035150356590748
NFE2L3	ITGA6	0.00802970863878727
SKIL	ERCC-00136	0.00802896823734045
NANOG	NLGN4X	0.008026364259421825
HNRNPD	PTMA	0.008025720715522766
DNMT3A	ERCC-00096	0.008022390305995941
MCM4	GINS2	0.00802029762417078
LMX1B	TAF1L	0.00802017841488123
POLR2A	HMGA1	0.008015680126845837
CTBP1	ERCC-00004	0.008015419356524944
